condition,domain,execution_family,final_endpoint_class,final_source,global_sequence_index,hard_contract_vector,model_slot_id,original_technical_class,paper_id,private_score,result_source_sha256,task_id,terminal_outcome,variant_id
B,agent_tool_use,primary,complete_submission_private_contract_failure,payload_interface_successor,288,"[true,false]",deepseek_primary,payload_input_interface,agent_reflexion,0.5,d85649acb44077f63c626de988e7dd8d920122f36297e707dc171e658e32e226,AGENT-RF-02,hard_contract_failure,primary_dag_ratio_60_v1
B,nlp,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,289,"[true,false]",deepseek_primary,exact_output_contract,nlp_context_sentence_compression,0.0,6bf6220249e2f4b3eddce87b8a14b40899415772afd0407f7195fc679b6044b9,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,290,"[true,false]",deepseek_primary,exact_output_contract,nlp_context_sentence_compression,0.0,cfb9a4aea2cdf9e390f6989a71b4f5ff55913da8cddee5fc194ed70165084fed,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,291,"[true,false]",deepseek_primary,exact_output_contract,nlp_context_sentence_compression,0.0,738cdc08d032982c6c69724157d38b1b57e80b77389fd37339262c4b450bfa34,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,primary,submission_or_case_coverage_failure,fg3_retained,292,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,nlp_context_sentence_compression,0.0,6ae593c8642f8fe97c11a9991b724ba0dd976bc409c90af41e7da5ae20789c75,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,primary,complete_submission_private_contract_failure,payload_interface_successor,293,"[true,false]",deepseek_primary,payload_input_interface,nlp_context_sentence_compression,0.0,76e6d4e046c0e3ba61f9e1a2179a02a2e1bf6fff39f36b3dc7cdad8b7448c06a,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,nlp,primary,complete_submission_private_contract_failure,payload_interface_successor,294,"[true,false]",deepseek_primary,payload_input_interface,nlp_context_sentence_compression,0.0,5d09c7baf2c98c9e569557a7f74ff68f4ee1efcee6e596d9acb213fe1259c7f8,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,primary,complete_submission_private_contract_failure,payload_interface_successor,295,"[true,false]",deepseek_primary,payload_input_interface,nlp_context_sentence_compression,0.0,b5eec4f0083dba6a45b0daa0954e7e329d6a290d9666cf09fa830cc40d74b9a9,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,nlp,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,296,"[true,false]",deepseek_primary,exact_output_contract,nlp_context_sentence_compression,0.0,1cb9e76b2cd05679a8491575f1a724396da473bb7d93d23c273297319f1f5daa,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,primary,submission_or_case_coverage_failure,fg3_retained,297,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,nlp_context_sentence_compression,0.0,3d9dcc4b87b2c4a78229534f62263a2ca61ee2f887bdc49c46a22044f22239c7,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,nlp,primary,complete_submission_private_contract_failure,payload_interface_successor,298,"[true,false]",deepseek_primary,payload_input_interface,nlp_context_sentence_compression,0.0,e8c2ffc03d1fa742ee610fa0e954f0dee1ed621ea912a72ca7b34420940eebc8,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,primary,submission_or_case_coverage_failure,fg3_retained,299,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,nlp_context_sentence_compression,0.0,118f5aa7138387c3b191e9ac02599199806a24fb45ed25c3e28d2fe1db91d039,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,primary,complete_submission_private_contract_failure,fg3_retained,300,"[true,false]",deepseek_primary,experimental_outcome_not_technical_error,nlp_context_sentence_compression,0.0,372698b9255d23573216d72d5b0c5f68753a9d0f86c92e001c41ff43af6bb860,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,primary,submission_or_case_coverage_failure,fg3_retained,301,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,nlp_context_sentence_compression,0.0,7d202a8e7e037e9578d15ff52b8e5542ad2fccd6eec6b3704d8f68c763461aa3,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,nlp,primary,complete_submission_private_contract_failure,payload_interface_successor,302,"[true,false]",deepseek_primary,payload_input_interface,nlp_context_sentence_compression,0.0,23c9a85c94b1e13210bf73a2d8c61dbdacccf5b38715a286fe40e4b75cfb7b24,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,303,"[true,false]",deepseek_primary,exact_output_contract,nlp_context_sentence_compression,0.0,23da8666f9a813c61ac3b001976e575119a433af7ad8321b7f1092640263ff7c,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,primary,complete_submission_private_contract_failure,payload_interface_successor,304,"[true,false]",deepseek_primary,payload_input_interface,nlp_context_sentence_compression,0.0,f6f0bf78a930928ee9c5432e1f9f5272455ab272ca2ab5813470cbce4ab108d8,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,primary,submission_or_case_coverage_failure,fg3_retained,305,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,nlp_context_sentence_compression,0.0,c6453ad80b7371aa3f809fa27bdb2268ac32df3d2f7b59941dd00412a2c8b7ec,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,nlp,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,306,"[true,false]",deepseek_primary,exact_output_contract,nlp_context_sentence_compression,0.0,a4e9fec3693a157b6dde9701c941e0b8cf4c2c2dba95d1f4ffac156ad1c6fc73,NLP-CSE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,primary,complete_submission_private_contract_failure,response_format_successor,307,"[true,false]",deepseek_primary,response_format,se_perses,0.0,824642778d6d67defbeee252342f669d8bcce9c3e3761d3de2486d6280a557d6,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,primary,submission_or_case_coverage_failure,fg3_retained,308,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,se_perses,0.0,fd106973a3affa6ca2f0e1ec94c7eedc2dc130dc432e4e0594d014654ae927a6,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,primary,operational_success,payload_interface_successor,309,"[true,true]",deepseek_primary,payload_input_interface,se_perses,1.0,91c3ca2f844f24566dc5dabb480ed760208c032e72efcdd150f4e98a167a89ba,SE-PE-01,operational_success,primary_dag_ratio_60_v1
F,software_engineering,primary,complete_submission_private_contract_failure,response_format_successor,310,"[true,false]",deepseek_primary,response_format,se_perses,0.0,86bafb6a7455432dfa4ff93bb80a702a9bfc9174a350ce3b41256463c7097ff1,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,primary,complete_submission_private_contract_failure,payload_interface_successor,311,"[true,false]",deepseek_primary,payload_input_interface,se_perses,0.0,e1f7f6346b71873dc7d310d6280f150cd8e99394946c48f46e40fb79a188fc63,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,312,"[true,false]",deepseek_primary,exact_output_contract,se_perses,0.0,9a8c286f0dd83748b708ef15b6cffa93dfb2d5b4bc224629add480bf9092f0fc,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,primary,complete_submission_private_contract_failure,payload_interface_successor,313,"[true,false]",deepseek_primary,payload_input_interface,se_perses,0.0,e97f2a2cbc2cd83f58db62a56e06a51ec91db76e2039cbe341b7e3d611949947,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,primary,complete_submission_private_contract_failure,response_format_successor,314,"[true,false]",deepseek_primary,response_format,se_perses,0.0,26e70d5e334a3d0fc8979adeae17722eced32626b0f58e287016bb025abbf995,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,primary,operational_success,response_format_successor,315,"[true,true]",deepseek_primary,exact_output_contract,se_perses,1.0,fcc3fb3699bb43f8dd51617c578bd7dd7141fbd3b380bb95319c985cd430335f,SE-PE-01,operational_success,primary_dag_ratio_60_v1
B,software_engineering,primary,complete_submission_private_contract_failure,response_format_successor,316,"[true,false]",deepseek_primary,response_format,se_perses,0.0,dc09d7509cada4e0fb4a6bfd9529378877043314496f91a501a10d3322769502,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,primary,complete_submission_private_contract_failure,payload_interface_successor,317,"[true,false]",deepseek_primary,payload_input_interface,se_perses,0.0,9b62ac15d2885ba08bbb0e1726b8711489652190a9f333dcafce1e20987ce2d0,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,primary,submission_or_case_coverage_failure,fg3_retained,318,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,se_perses,0.0,1383f513cac9d96899fdf0b93ba72890c63f7da1c560bbe77fc8e816d1f7e5e0,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,319,"[true,false]",deepseek_primary,exact_output_contract,se_perses,0.0,1228309eb2386a1d431274d32367667af9bb85287ce2efa0935c4fb22dc2641f,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,320,"[true,false]",deepseek_primary,exact_output_contract,se_perses,0.0,739b64ef2d71a25d71b3729170332792b2f5549bad0f6f9f76fb3a5ed6038089,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,primary,submission_or_case_coverage_failure,response_format_successor,321,"[false,false]",deepseek_primary,response_format,se_perses,0.0,3028937466650d1310d93e57693693a1ae92b2b6c35de0081af302c9f13a1372,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,primary,complete_submission_private_contract_failure,response_format_successor,322,"[true,false]",deepseek_primary,response_format,se_perses,0.0,14777fe4b6118f1bb13dc5767744d04c030c6a6432b150011175b44e2223d1e8,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,primary,operational_success,payload_interface_successor,323,"[true,true]",deepseek_primary,payload_input_interface,se_perses,1.0,479add699c72a22730b1ca9d3e3f8a22f16d457c529c1c7b318bb3e0394c1892,SE-PE-01,operational_success,primary_dag_ratio_60_v1
B,software_engineering,primary,complete_submission_private_contract_failure,response_format_successor,324,"[true,false]",deepseek_primary,response_format,se_perses,0.0,ecf508b7b693922e0603e283772d4b8fb2db0d1590bc08ea0fbf520dcaf41cae,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,325,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,fd2d7d06c637e2e3051d43b6a1188fa40ae32a2be70fe612f0c921537939cb62,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,primary,complete_submission_private_contract_failure,response_format_successor,326,"[true,false]",deepseek_primary,response_format,data_hdbscan,0.71875,e71abaa2603d00efe1b6f4bb174a619ef4966360c29729a1b92c2a5c62c77619,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,327,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,fab9afa6c9f4cab23a2e67a95ef1de8b914f244efd49b123ef64038a2f08983b,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,primary,complete_submission_private_contract_failure,payload_interface_successor,328,"[true,false]",deepseek_primary,payload_input_interface,data_hdbscan,0.71875,0cfa2bca9ca815a1b63c7c77a99ff37b5d2be8bb250d70b1bcb83fc859444795,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,329,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,395116259beb5e28cee9f0dfc536d25a1c1c09334e01f4a24c39db85f6c05339,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,330,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,fd3303f7dae9571fb485c9fbdd57448bbbd92db2d7f892eac07954eee19b5e06,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,331,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.71875,528920713018605cf854fffb25f24cb9b1678d150468f7851719a92211197ce4,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,332,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.09375,855231ec0fb0b74d930ba1b8e33141fb744e0ff6fcc06c9000d9458961ea764a,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,primary,complete_submission_private_contract_failure,payload_interface_successor,333,"[true,false]",deepseek_primary,payload_input_interface,data_hdbscan,0.71875,52cd1e48ae2b5fc9347b93ecc82717c1ee7e1b7ef5df23c3f7f1186faa5528a7,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,334,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.875,f6f3c33f46584acb7926103110a4943a3606874eb8ccbccd2eee6d1851d91b0d,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,primary,complete_submission_private_contract_failure,payload_interface_successor,335,"[true,false]",deepseek_primary,payload_input_interface,data_hdbscan,0.875,56a5e21226bbad7b3372da6ae6cd9600e1f2315a0c4c6d5edeb5157b7505f74c,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,primary,submission_or_case_coverage_failure,fg3_retained,336,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,data_hdbscan,0.0,d1204bb3e7913042e2158d7b93eceaf3ead3ab95976135e8e0e3d56bca61e06a,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,337,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.875,cbc3b4bf0bf05f410c9a44d45bdb9a345c14e6612c3611f29d386a6b5c2be8ae,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,338,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.875,6240b6ed9a58e70f436ef3b5b161f5ef4a0baf09a06f1898e4623ed230b197fd,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,339,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.875,7653faa07e3f3363ab6ec16cfa8d46356a187c41500623078454baf5272819c4,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,primary,complete_submission_private_contract_failure,payload_interface_successor,340,"[true,false]",deepseek_primary,payload_input_interface,data_hdbscan,0.875,a29ae257699ce4291e55c9755ebe3dc1133acf619d5f45f89e59459b6f580dbd,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,primary,submission_or_case_coverage_failure,fg3_retained,341,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,data_hdbscan,0.0,d5c90f4db45f1944ac6dab05301636daadc282e9787fd16011d2a162d6732117,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,342,"[true,false]",deepseek_primary,exact_output_contract,data_hdbscan,0.875,522db3dd4ee2fa7ea73694b3cb82b16580d29d13605c7321b6f526f66f1d2774,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,agent_tool_use,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,343,"[true,false]",deepseek_primary,exact_output_contract,agent_react,0.0,e96e0f9e4890f632fe3acacd735e660378eab7d672225421eb6f46c6078bd2f4,AGENT-RA-01,hard_contract_failure,primary_dag_ratio_60_v1
F,agent_tool_use,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,344,"[true,false]",deepseek_primary,exact_output_contract,agent_react,0.0,76975f71272420394e1149066b224289d89d4735a580014a135ecfc84f75763c,AGENT-RA-01,hard_contract_failure,primary_dag_ratio_60_v1
S,agent_tool_use,primary,operational_success,payload_interface_successor,345,"[true,true]",deepseek_primary,payload_input_interface,agent_react,1.0,1c110962b9f8ca3f1e66de472f4e326f834f52670bc3bb71a08fea11955ad8bb,AGENT-RA-01,operational_success,primary_dag_ratio_60_v1
F,agent_tool_use,primary,operational_success,fg5_exact_output_direct,346,"[true,true]",deepseek_primary,exact_output_contract,agent_react,1.0,39a322fd88a1f4588c73fd98097374734d48981dfde161f84a5480535d7e59e1,AGENT-RA-01,operational_success,primary_dag_ratio_60_v1
S,agent_tool_use,primary,operational_success,response_format_successor,347,"[true,true]",deepseek_primary,response_format,agent_react,1.0,288e2b7dbc4c9f6136ce1b57ee1c6847a541fe7ddd76c6fddb2595bfa035fbd1,AGENT-RA-01,operational_success,primary_dag_ratio_60_v1
B,agent_tool_use,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,348,"[true,false]",deepseek_primary,exact_output_contract,agent_react,0.8125,ae978e3b346544159ed0b30ca7bd16c6db34df379d6fcaa2c17eb23b6c99f80a,AGENT-RA-01,hard_contract_failure,primary_dag_ratio_60_v1
